Nom,Lien Profil,Image,Traits,Tags,Anime Associé,Manga Associé
Shizuku MIZUTANI,https://www.anime-planet.com/characters/shizuku-mizutani,https://cdn.anime-planet.com/characters/primary/shizuku-mizutani-1-285x399.webp?t=1692545002,"Female, Brown Hair","Bookworm, High School Student, Kuudere, Pigtails, Teenager",Hozuki's Coolheadedness,My Little Monster
Kouichi SAKAKIBARA,https://www.anime-planet.com/characters/kouichi-sakakibara,https://cdn.anime-planet.com/characters/primary/kouichi-sakakibara-1-190x266.jpg?t=1625976092,"Male, Brown Hair","Middle School Student, Teenager, Transfer Student",Another,Another
Erina NAKIRI,https://www.anime-planet.com/characters/erina-nakiri,https://cdn.anime-planet.com/characters/primary/erina-nakiri-1-190x266.jpg?t=1625991260,"Female, Blonde Hair","Cook, High School Student, Ojou-sama, School Idol, Teenager, Tsundere, Wealthy",Food Wars! Jump Festa 2015 Special,Food Wars! Shokugeki no Souma
Monkey D. Garp,https://www.anime-planet.com/characters/monkey-d-garp,https://cdn.anime-planet.com/characters/primary/monkey-d-garp-1-190x266.jpg?t=1625965605,"Male, Grey Hair","Elderly, Facial Hair, Hot-Headed, Military, Muscular, Sailor, Scar",One Piece,One Piece
Mikado RYUUGAMINE,https://www.anime-planet.com/characters/mikado-ryuugamine,https://cdn.anime-planet.com/characters/primary/mikado-ryuugamine-1-190x266.jpg?t=1625966722,"Male, Black Hair","High School Student, Teenager",Durarara!!,Durarara!!
Kurumu KURONO,https://www.anime-planet.com/characters/kurumu-kurono,https://cdn.anime-planet.com/characters/primary/kurumu-kurono-1-190x285.jpg?t=1625966610,"Female, Turquoise Hair","Demon, Flirt, High School Student, Succubus, Tail, Teenager, Wings",Rosario + Vampire,Rosario + Vampire
Lucifer,https://www.anime-planet.com/characters/lucifer-hataraku-maou-sama,https://cdn.anime-planet.com/characters/primary/lucifer-hataraku-maou-sama-1-285x400.webp?t=1664060603,"Male, Purple Hair","Blinding Bangs, Demon, Fallen Angel, Human Guise, Magic User, Manipulative, NEET, Person in a Strange World, Piercings, Wings",The Devil is a Part-Timer!,The Devil is a Part-Timer!
Teresa,https://www.anime-planet.com/characters/teresa-claymore,https://cdn.anime-planet.com/characters/primary/teresa-claymore-1-190x263.jpg?t=1625966961,"Female, Blonde Hair","Cape, Demon Hunter, Sword Fighter, Warrior",Claymore,Claymore
Speed o’ Sound Sonic,https://www.anime-planet.com/characters/speed-o-sound-sonic,https://cdn.anime-planet.com/characters/primary/speed-o-sound-sonic-1-190x291.jpg?t=1625980818,"Male, Black Hair","Bloodthirsty, Mercenary, Ninja, Scarf",One-Punch Man,One-Punch Man
Shirley FENETTE,https://www.anime-planet.com/characters/shirley-fenette,https://cdn.anime-planet.com/characters/primary/shirley-fenette-1-190x266.jpg?t=1625965833,"Female, Orange Hair","Athlete, High School Student, Student Council, Swimmer, Teenager",Code Geass: Lelouch of the Rebellion,Code Geass: Lelouch of the Rebellion
Rei RYUGAZAKI,https://www.anime-planet.com/characters/rei-ryuguzaki,https://cdn.anime-planet.com/characters/primary/rei-ryuguzaki-1-190x267.jpg?t=1625981626,"Male, Blue Hair","Analytical, Athlete, Glasses, High School Student, Muscular, Swimmer, Teenager",Free! Dive to the Future,Aucun manga
Panda,https://www.anime-planet.com/characters/panda-jujutsu-kaisen,https://cdn.anime-planet.com/characters/primary/panda-jujutsu-kaisen-1-190x266.jpg?t=1626010655,"Male, Multicolored Hair","Bear, Cursebearer, Exorcist, Pandas",Eve: Kaikai Kitan,Jujutsu Kaisen
Kabuto YAKUSHI,https://www.anime-planet.com/characters/kabuto-yakushi,https://cdn.anime-planet.com/characters/primary/kabuto-yakushi-1-285x399.webp?t=1725333336,"Male, Grey Hair","Analytical, Glasses, Headband, Healing Powers, Ninja, Ponytail",Boruto: Naruto Next Generations,Naruto
Sena KASHIWAZAKI,https://www.anime-planet.com/characters/sena-kashiwazaki,https://cdn.anime-planet.com/characters/primary/sena-kashiwazaki-1-190x266.jpg?t=1625973152,"Female, Blonde Hair","Big Ego, High School Student, School Idol, Snaggletooth, Teenager, Video Gamer, Wealthy",Haganai: I Don't Have Many Friends,Boku wa Tomodachi ga Sukunai +
Kazuma,https://www.anime-planet.com/characters/kazuma-noragami,https://cdn.anime-planet.com/characters/primary/kazuma-noragami-1-190x266.jpg?t=1625990873,"Male, Brown Hair","Analytical, Ghost, Glasses, Magical Familiar, Shapeshifter",Noragami,Noragami: Stray God
Konohamaru SARUTOBI,https://www.anime-planet.com/characters/konohamaru-sarutobi,https://cdn.anime-planet.com/characters/primary/konohamaru-sarutobi-1-285x399.webp?t=1725332399,"Male, Brown Hair","Headband, Ninja, Scarf, Verbal Tic",Boruto: Jump Festa 2016 Special,Boruto
Filo,https://www.anime-planet.com/characters/filo,https://cdn.anime-planet.com/characters/primary/filo-1-190x266.jpg?t=1625992951,"Female, Blonde Hair","Barefoot, Bird, Elemental Powers, Magical Familiar, Magic User, Shapeshifter, Wind Powers, Wings",Isekai Quartet 2,Tate no Yuusha no Oshi Nagaki
Yami,https://www.anime-planet.com/characters/yami,https://cdn.anime-planet.com/characters/primary/yami-1-190x266.jpg?t=1625966427,"Female, Blonde Hair","Alien, Assassin, Genetically Engineered, Prehensile Hair, Shapeshifter, Stoic, Tsundere",Motto To Love Ru,Mayoi Neko Overrun!
Kyoko MOGAMI,https://www.anime-planet.com/characters/kyoko-mogami,https://cdn.anime-planet.com/characters/primary/kyoko-mogami-1-190x266.jpg?t=1625966455,"Female, Orange Hair","Actor, Hot-Headed, Teenager",Skip Beat!,Skip Beat!
Sougo OKITA,https://www.anime-planet.com/characters/sougo-okita,https://cdn.anime-planet.com/characters/primary/sougo-okita-1-190x291.jpg?t=1625966156,"Male, Brown Hair","Mischievous, Sadistic, Shinsengumi, Sleepyhead, Teenager",China KFC x Gintama,Gintama
Isaac DIAN,https://www.anime-planet.com/characters/isaac-dian,https://cdn.anime-planet.com/characters/primary/isaac-dian-1-190x266.jpg?t=1625965534,"Male, Brown Hair","Airhead, Eternal Optimist, Hyperactive, Mischievous, Sideburns, Thief",Baccano!,Baccano! 1931 The Grand Punk Railroad
Doppo KUNIKIDA,https://www.anime-planet.com/characters/doppo-kunikida,https://cdn.anime-planet.com/characters/primary/doppo-kunikida-1-285x400.webp?t=1676238353,"Male, Blonde Hair","Adult, Detective, Glasses, Hot-Headed, Ponytail, Superpowers",Bungo Stray Dogs,Bungo Stray Dogs
Jinta YADOMI,https://www.anime-planet.com/characters/jinta-yadomi,https://cdn.anime-planet.com/characters/primary/jinta-yadomi-1-190x291.jpg?t=1625973015,"Male, Black Hair","High School Student, Teenager",Anohana: The Flower We Saw That Day,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.
Ushio,https://www.anime-planet.com/characters/ushio,https://cdn.anime-planet.com/characters/primary/ushio-1-190x266.jpg?t=1625965418,"Female, Brown Hair","Child, Hair Ribbons, Kindergartner, Shy",Clannad After Story,Clannad
Futaba YOSHIOKA,https://www.anime-planet.com/characters/futaba-yoshioka,https://cdn.anime-planet.com/characters/primary/futaba-yoshioka-1-190x288.jpg?t=1625977717,"Female, Brown Hair","Class Representative, High School Student, Teenager",Blue Spring Ride,Ao Haru Ride
Misty,https://www.anime-planet.com/characters/misty,https://cdn.anime-planet.com/characters/primary/misty-1-285x399.webp?t=1674357346,"Female, Orange Hair","Bossy, Hot-Headed, Monster Tamer, Ponytail, Tomboy, Traveler",Pokemon,Pocket Monster: Mewtwo! Ware wa Koko ni Ari
Yami SUKEHIRO,https://www.anime-planet.com/characters/yami-sukehiro,https://cdn.anime-planet.com/characters/primary/yami-sukehiro-1-190x285.jpg?t=1625996598,"Male, Black Hair","Adult, Darkness Powers, Elemental Powers, Facial Hair, Foreigner, Gambler, Guild Master, Hot-Headed, Knight, Magic User, Muscular, Smoker, Sword Fighter",Black Clover,Black Clover
Elizabeth MIDDLEFORD,https://www.anime-planet.com/characters/elizabeth-middleford,https://cdn.anime-planet.com/characters/primary/elizabeth-middleford-1-285x400.webp?t=1660952274,"Female, Blonde Hair","Child, Choker, Hair Drills, Headband, Nobility, Pigtails, Wealthy",Black Butler,Black Butler
Krillin,https://www.anime-planet.com/characters/krillin,https://cdn.anime-planet.com/characters/primary/krillin-1-190x267.jpg?t=1625966028,Male,"Bald, Epic Eyebrows, Face Markings, Martial Artist, Small Stature",Dragon Ball,Cross Epoch
Senji KIYOMASA,https://www.anime-planet.com/characters/senji-kiyomasa,https://cdn.anime-planet.com/characters/primary/senji-kiyomasa-1-130x194.jpg?t=1625972874,"Male, Black Hair","Adult, Arm Blades, Blood Power, Muscular, Prisoner, Tattoo",Deadman Wonderland,Deadman Wonderland
Ais WALLENSTEIN,https://www.anime-planet.com/characters/ais-wallenstein,https://cdn.anime-planet.com/characters/primary/ais-wallenstein-1-285x400.webp?t=1653487898,"Female, Blonde Hair","Armor, Elemental Powers, Magic User, Stoic, Sword Fighter, Teenager, Warrior, Wind Powers",Is It Wrong to Try to Pick Up Girls in a Dungeon?,Is it Wrong to Try to Pick Up Girls in a Dungeon?
Yuu OTOSAKA,https://www.anime-planet.com/characters/yuu-otosaka,https://cdn.anime-planet.com/characters/primary/yuu-otosaka-1-190x291.jpg?t=1625993800,"Male, Black Hair","High School Student, Psychic Powers, Student Council, Superpowers, Teenager",Charlotte,Charlotte the 4-koma - Seshun o Kakenukero!
Black-Haired Woman,https://www.anime-planet.com/characters/black-haired-woman-death-billiards,https://cdn.anime-planet.com/characters/primary/black-haired-woman-death-billiards-1-190x298.jpg?t=1625980726,"Female, Multicolored Hair","Amnesia, Bartender",Death Billiards,Aucun manga
Simon BREZHNEV,https://www.anime-planet.com/characters/simon-brezhnev,https://cdn.anime-planet.com/characters/primary/simon-brezhnev-1-190x266.jpg?t=1625966818,"Male, Grey Hair","Adult, Bandana, Dark-skinned, Foreigner, Headband, Pacifist",Durarara!!,Durarara!!
Noriaki KAKYOIN,https://www.anime-planet.com/characters/noriaki-kakyoin,https://cdn.anime-planet.com/characters/primary/noriaki-kakyoin-1-190x266.jpg?t=1625971440,Male,"High School Student, Piercings, Teenager, Transfer Student",JoJo's Bizarre Adventure,JoJo's Bizarre Adventure (Light Novel)
Nicholas D. WOLFWOOD,https://www.anime-planet.com/characters/nicholas-d-wolfwood,https://cdn.anime-planet.com/characters/primary/nicholas-d-wolfwood-1-190x276.jpg?t=1625965943,"Male, Black Hair","Adult, Gunslinger, Kansai Dialect, Oversized Weapon, Priest, Smoker",Kvi Baba: Tombi,Trigun
Touta MATSUDA,https://www.anime-planet.com/characters/touta-matsuda,https://cdn.anime-planet.com/characters/primary/touta-matsuda-1-190x266.jpg?t=1625965727,"Male, Black Hair","Adult, Detective",Death Note,Death Note
Obi,https://www.anime-planet.com/characters/obi,https://cdn.anime-planet.com/characters/primary/obi-1-285x399.webp?t=1629062359,"Male, Black Hair","Adult, Exotic Eyes, Scar",Snow White with the Red Hair,Snow White with the Red Hair
Barry The Chopper,https://www.anime-planet.com/characters/barry-the-chopper,https://cdn.anime-planet.com/characters/primary/barry-the-chopper-1-190x266.jpg?t=1625965983,"Male, White Hair","Adult, Armor, Bloodthirsty, Hot-Headed, Knife Fighter",Fullmetal Alchemist,Fullmetal Alchemist
Ikuto TSUKIYOMI,https://www.anime-planet.com/characters/ikuto-tsukiyomi,https://cdn.anime-planet.com/characters/primary/ikuto-tsukiyomi-1-285x399.webp?t=1693537251,"Male, Blue Hair","Animal Ears, Flirt, High School Student, Musician, Teenager, Violinist",Shugo Chara!,Shugo Chara!
Koutarou AMON,https://www.anime-planet.com/characters/koutarou-amon,https://cdn.anime-planet.com/characters/primary/koutarou-amon-1-190x285.jpg?t=1625989960,"Male, Black Hair","Adult, Detective, Muscular, Police, Unconventional Weapon, Vengeful",Tokyo Ghoul,Tokyo Ghoul
Tanya DEGURECHAFF,https://www.anime-planet.com/characters/tanya-degurechaff,https://cdn.anime-planet.com/characters/primary/tanya-degurechaff-1-190x253.jpg?t=1626002982,"Female, Blonde Hair","Force Field Powers, Hat, Magic User, Military, Orphan, Person in a Strange World, Ruthless",Isekai Quartet,The Saga of Tanya the Evil
Sakuta AZUSAGAWA,https://www.anime-planet.com/characters/sakuta-azusagawa,https://cdn.anime-planet.com/characters/primary/sakuta-azusagawa-1-190x266.jpg?t=1626005530,"Male, Brown Hair","Hair Antenna, High School Student, Part Time Employee, Pervert, Scar, Teenager",Rascal Does Not Dream of a Dreaming Girl,Rascal Does Not Dream of Bunny Girl Senpai
Nyanko-Sensei,https://www.anime-planet.com/characters/nyanko-sensei,https://cdn.anime-planet.com/characters/primary/nyanko-sensei-1-285x399.webp?t=1728512376,"Male, Multicolored Hair","Bodyguard, Cat, Heavy Drinker, Immortal, Shapeshifter, Youkai",Natsume's Book of Friends,Natsume's Book of Friends
Coyote STARRK,https://www.anime-planet.com/characters/coyote-starrk,https://cdn.anime-planet.com/characters/primary/coyote-starrk-1-130x185.jpg?t=1625968702,"Male, Brown Hair","Dual Wielder, Facial Hair, Gunslinger, Lazy",Bleach,Bleach
Mikoto MIKOSHIBA,https://www.anime-planet.com/characters/mikoto-mikoshiba,https://cdn.anime-planet.com/characters/primary/mikoto-mikoshiba-1-285x399.webp?t=1650200756,"Male, Red Hair","2-D Lover, Flirt, High School Student, Piercings, Shy, Teenager",Monthly Girls' Nozaki-kun,Monthly Girls' Nozaki-kun
Alois TRANCY,https://www.anime-planet.com/characters/alois-trancy,https://cdn.anime-planet.com/characters/primary/alois-trancy-1-190x266.jpg?t=1625968907,"Male, Blonde Hair","Big Ego, Orphan, Sadistic, Wealthy",Black Butler 2,Aucun manga
Yami Yugi,https://www.anime-planet.com/characters/yami-yugi,https://cdn.anime-planet.com/characters/primary/yami-yugi-1-190x285.jpg?t=1625967129,"Male, Multicolored Hair","Amnesia, Anti-Gravity Hair, Battle Gamer, Choker, Ghost, Honorable Fighter, Royalty, Shared Body, Teenager",Yu-Gi-Oh!,Yu-Gi-Oh!
Gilbert NIGHTRAY,https://www.anime-planet.com/characters/gilbert-nightray,https://cdn.anime-planet.com/characters/primary/gilbert-nightray-1-190x266.jpg?t=1625965405,"Male, Black Hair","Amnesia, Butler, Gunslinger, Magic User, Nobility, Piercings, Smoker",Pandora Hearts,Pandora Hearts
Miria HARVENT,https://www.anime-planet.com/characters/miria-harvent,https://cdn.anime-planet.com/characters/primary/miria-harvent-1-190x266.jpg?t=1625965535,"Female, Blonde Hair","Airhead, Eternal Optimist, Hyperactive, Mischievous, Thief",Baccano!,Baccano! 1931 The Grand Punk Railroad
Wen Ning,https://www.anime-planet.com/characters/wen-ning,https://cdn.anime-planet.com/characters/primary/wen-ning-1-190x266.jpg?t=1626010580,"Male, Brown Hair","Archer, Clumsy, Martial Artist, Shy, Undead",Mo Dao Zu Shi,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel)
Ikaros,https://www.anime-planet.com/characters/ikaros,https://cdn.anime-planet.com/characters/primary/ikaros-1-285x399.webp?t=1727471120,"Female, Pink Hair","Android, Angel, Choker, Hair Ribbons, Pigtails, Rapunzel Hair, Robot, Scantily-clad, Stoic, Wings",Heaven's Lost Property,Daisuki desu!! Mahou Tenshi Cosmos
Viral,https://www.anime-planet.com/characters/viral,https://cdn.anime-planet.com/characters/primary/viral-1-130x200.jpg?t=1625965932,"Male, Blonde Hair","Hot-Headed, Mecha Pilot, Military, Sharp Teeth",Gurren Lagann Movie 1: Childhood's End,Tengen Toppa Gurren Lagann
Tohka YATOGAMI,https://www.anime-planet.com/characters/tohka-yatogami,https://cdn.anime-planet.com/characters/primary/tohka-yatogami-1-190x266.jpg?t=1625980646,"Female, Purple Hair","Big Eater, Hair Ribbons, High School Student, Ponytail, Sword Fighter, Transfer Student",Date a Live,Date a Live
Freed JUSTINE,https://www.anime-planet.com/characters/freed-justine,https://cdn.anime-planet.com/characters/primary/freed-justine-1-190x291.jpg?t=1625969600,"Male, Green Hair","Birthmark / Mole, Blinding Bangs, Darkness Powers, Elemental Powers, Magic User, Sword Fighter",Fairy Tail,Fairy Girls
Nene YASHIRO,https://www.anime-planet.com/characters/nene-yashiro,https://cdn.anime-planet.com/characters/primary/nene-yashiro-1-285x399.webp?t=1697947485,"Female, Multicolored Hair","Cook, Cursebearer, Gardener, High School Student, Teenager",After-school Hanako-kun,After-School Hanako-kun
Touma KAMIJOU,https://www.anime-planet.com/characters/touma-kamijou,https://cdn.anime-planet.com/characters/primary/touma-kamijou-1-285x399.webp?t=1722011348,"Male, Black Hair","High School Student, Superpowers, Teenager",A Certain Magical Index,A Certain Everyday Index-san
Charle,https://www.anime-planet.com/characters/charle-fairy-tail,https://cdn.anime-planet.com/characters/primary/charle-fairy-tail-1-190x292.jpg?t=1625970722,"Female, White Hair","Animal, Anthropomorphic, Cat, Magic User, Wings",Fairy Tail,Fairy Tail
Jinbei,https://www.anime-planet.com/characters/jinbei,https://cdn.anime-planet.com/characters/primary/jinbei-1-190x270.jpg?t=1625965830,"Male, Black Hair","Adult, Epic Eyebrows, Facial Hair, Martial Artist, Pirate, Sailor, Scar, Tattoo, Topknot",ARASHI: A-RA-SHI : Reborn,One Piece
Aries,https://www.anime-planet.com/characters/aries,https://cdn.anime-planet.com/characters/primary/aries-1-190x274.jpg?t=1625968430,"Female, Pink Hair","Broken Record, Horns, Magical Familiar, Shy",Fairy Tail,Fairy Tail
Shoko KOMI,https://www.anime-planet.com/characters/shoko-komi,https://cdn.anime-planet.com/characters/primary/shoko-komi-1-285x401.webp?t=1650491290,"Female, Black Hair","Dandere, High School Student, School Idol, Shy, Stoic, Teenager",Komi Can't Communicate,Komi Can't Communicate
Conan EDOGAWA,https://www.anime-planet.com/characters/conan-edogawa,https://cdn.anime-planet.com/characters/primary/conan-edogawa-1-190x291.jpg?t=1625965232,"Male, Brown Hair","Analytical, Bow Tie, Detective, Elementary School Student, Glasses, Photographic Memory, Tone Deaf",Detective Conan,Case Closed
Chiyo SAKURA,https://www.anime-planet.com/characters/chiyo-sakura,https://cdn.anime-planet.com/characters/primary/chiyo-sakura-1-285x399.webp?t=1650200893,"Female, Orange Hair","Artist, Hair Ribbons, High School Student, Teenager",Monthly Girls' Nozaki-kun,Monthly Girls' Nozaki-kun
Meruem,https://www.anime-planet.com/characters/meruem,https://cdn.anime-planet.com/characters/primary/meruem-1-190x265.jpg?t=1625981938,Male,"Animal, Ant, Insect, Ruthless, Superpowers, Tail",Hunter x Hunter (2011),Hunter x Hunter
